pair_id	han_sentence	viet_sentence
HVB_001_0949	时高后禁南越关市铁器，佗乃僭称帝，发兵攻长沙边邑。	Đến đời bà Cao-Hậu cấm Nam-Việt không được mua các đồ sắt của Trung-Quốc, Đà tức giận tiếm ngôi, tự xưng đế, phát quân đánh biên-giới quận Trường-Sa
HVB_001_0950	将军隆虑侯击之，会暑润，士卒大疫，兵不能逾岭。	Triều-đình nhà Hán sai tướng-quân Long-Lự-Hầu đánh lại, vừa trời nắng, khí ẩm thấp, nên quân lính mệt nhọc không qua được Ngũ-Lĩnh.
HVB_001_0951	岁馀，高后崩，即罢兵。	Qua hơn một năm, Cao-Hậu băng, tức thì Triều-đình cho bãi binh.
HVB_001_0952	孝武建元四年，闽击南越王，故守天子约，不敢擅发兵而上书。	Năm Kiến-Nguyên thứ 4 của Hiếu-Vũ-Đế (127), nước Mân-Việt dấy binh đánh Nam-Việt, vua Việt tên là Hồ (cháu Triệu-Đà), giữ theo lời hứa với Thiên-Tử nhà Hán, không dám tự tiện phát binh đánh trả, chỉ dâng thư lên Triều-đình
HVB_001_0953	帝遣王伟、韩安国讨闽越。	vua Hán liền khiến Vương-Khôi và Hàn-An-Quốc đánh Mân-Việt.
HVB_001_0954	婴齐立，薨，子兴立。	Anh-Tề mất, con là Hưng kế lập.
HVB_001_0955	其相吕嘉作乱，帝遣韩千秋将二千人入越境。	Tướng Việt là Lữ-Gia làm phản, Vũ-Đế sai Hàn-Thiên-Thu đem 2.000 người tới đất Việt
HVB_001_0956	嘉反，攻杀其王并汉使者，而立建德。	Gia nổi lên đánh giết vua cùng sứ-giả nhà Hán (Là Thiên-Thu) rồi lập Kiến-Đức làm vua.
HVB_001_0957	元鼎五年，以卫尉路博德为伏波将军，出桂阳，下湟水；主爵都尉杨仆为楼船将军，出豫章，下横浦；越人归义侯为戈船下濑将军，出零陵，下离水，抵苍梧；越人驰义侯因巴蜀罪人，发夜郎兵，下牂牁江。	Năm Nguyên-Đỉnh thứ 5 (112), Hán Vũ-Đế khiến Vệ-Uý Lộ-Bác-Đức làm Phục-ba tướng-quân, kéo quân ra quận Quế-Dương rồi xuống sông Hoàng-Thuỷ; Chủ-tước Đô-Uý Dương-Bộc làm Lầu-thuyền tướng-quân kéo quân ra Dự-Chương, xuống Hoàng-Phố; người Việt là Qui-Nghĩa-Hầu làm Qua-Thuyền-Hạ-Lại tướng-quân kéo quân ra Linh-Lăng, rồi xuống sông Ly-Thuỷ tới quận Thương-Ngô. Lại sai người Việt là Trì-Nghĩa-Hầu đem bọn phạm-nhân quận Ba-Thục và phát quân lính ở Dạ-lang kéo xuống ngả sông Tường-Kha
HVB_001_0958	十万师分道而进。	tất cả là 100.000 quân chia đường mà tiến tới.
HVB_001_0959	六年，楼船将军精兵先陷寻陿，破石门，得越船粟。	Qua năm Nguyên-Đỉnh thứ 6 (111), đạo quân tinh-nhuệ của Lầu-thuyền tướng-quân, đầu tiên hãm được Tầm-Giáp, đánh phá Thạch-môn, bắt được thuyền chở lúa của nước Việt
HVB_001_0960	路博德俱进至番禺，建德、嘉皆城守。	rồi chờ quân của Bác-Đức kéo tới cùng đi đến thành Phiên-Ngung. Bọn Lữ-Gia giữ thành
HVB_001_0961	汉兵攻败粤人，纵火烧城。	quân nhà Hán đánh bại Gia rồi phóng lửa đốt thành.
HVB_001_0962	日暮，伏波乃为营，使招降者赐印绶，复纵令相招。	Đến tối Phục-ba làm dinh, mời các người đầu hàng ban ấn thọ, lại khiến họ rủ nhau tới quy thuận.
HVB_001_0963	迟旦，城中皆降。	Rạng sáng mai, thì người trong thành đều ra đầu hàng.
HVB_001_0964	吕嘉、建德以夜与其属数百人亡入海。	Trong ban đêm, bọn Lữ-Gia đã trốn về ngả biển
HVB_001_0965	伏波遣将追擒之。	Phục-Ba bèn khiến tướng đuổi theo bắt Gia.
HVB_001_0966	戈船、下濑、夜郎兵未下，南粤已平，遂以其地为九郡。	Quân của Qua-Thuyền-Hạ-Lại tướng-quân và quân Dạ-Lang chưa xuống kịp thì nước Nam-Việt đã dẹp yên, bèn chia ra làm chín quận.
HVB_001_0967	交州记曰：是时越自金三侯牵牛酒千锺，将交址、九真、日南三郡户籍延降，路博德因拜三省为三郡守，雒王、雒将治民如故。	"Giao-Châu-Ký chép rằng: ""Lúc ấy đất Việt muốn tự toàn, có ba người Lạc-hầu dắt trâu, dâng một ngàn chung rượu, cầm cả sổ sách hộ-tịch của ba quận Giao-Chỉ, Cửu-Chân và Nhật-Nam ra đón Phục-Ba mà đầu hàng. Lộ-Bác-Đức cho ba người ấy làm Thái-Thú ba quận nói trên và để Lạc-Vương cùng Lạc-Tướng cứ trị dân như cũ."
HVB_001_0968	光武建武十六年，交址女子徵侧反，九真、日南皆应之，攻治郡邑，略六十城，自立为王。	Năm Kiến-Võ thứ 16 của Hán Quang-Vũ-Đế (sau công nguyên 40), người đàn bà Giao-Chỉ là Trưng-Trắc làm phản, quận Cửu-Chân và quận Nhật-Nam đều hưởng ứng theo, đánh các quận, ấp, cướp được 60 thành, rồi tự lập làm vua.
HVB_001_0969	乃诏长沙、合浦具舟船，修桥道，通障溪，储粮谷，拜马援为伏波将军，扶乐侯刘隆为副，督楼船将军，水陆并进，击交址。	Quang-Vũ-Đế bèn hạ chiếu các quận Trường-Sa và Hợp-Phố chuẩn bị thuyền bè, sửa cầu, đường, mở rộng khe hỏi, tích trữ lương thực, rồi cử Mã-Viện làm Phục-Ba tướng-quân, Phò-Lạc-Hầu Lưu-Long làm Phó, Đoàn-Chí giữ chức Lầu-Thuyền tướng-quân, do thuỷ lục hai đường cùng tiến đánh Giao-Chỉ.
HVB_001_0970	马援缘海而进，随山刊道千馀里。	Mã-Viện do đường duyên-hải tiến quân, gặp núi thì làm đường, trải hơn 1.000 dặm
HVB_001_0971	军至浪泊上，与徵侧战，大破之，追至合浦，败走。	kéo quân tới Lãng-Bạc đánh nhau và đại phá quân Trưng-Trắc, rồi đuổi theo tới đất Kim-Khê.
HVB_001_0972	十九年，马援斩徵贰，妖贼贰贼妹也。	Đến năm Kiến-Võ thứ 19 (43), Mã-Viện chém yêu tặc là Trưng-Nhị (Nhị là em gái của Trưng-Trắc)
HVB_001_0973	击其馀党都羊等，至居风县降之，峤南悉平。	và đánh luôn cả dư đảng, bọn Đô-Lương, đến huyện Cư-Phong, bọn nầy chịu đầu hàng, đất Lĩnh-Nam đều được bình-định.
HVB_001_0974	援与越人申明旧制以约束之。	Viện cùng người Việt thân minh chế-độ cũ để tiện việc cai-trị
HVB_001_0975	自后骆越奉行马将军故事。	từ đó Lạc-Việt phải tuân y quy-chế của Mã-tướng-quân.
HVB_001_0976	二十年，振旅还京师。	Năm Kiến-Võ thứ 20 (44), Mã-Viện kéo quân về Kinh-sư.
HVB_001_0977	交州七郡贡献皆泛海，从东治上供，治福州。	Bảy quận ở Giao-Chỉ, khi đi cống-hiến, đều phải do đường biển lên huyện Đông-dã (thuộc huyện Hầu-Quan Phước-Châu) mà dâng lễ vật.
HVB_001_0978	黄武中，遣陈时代士燮为交址太守。	Trong hiệu Hoàng-Võ của nhà Ngô (222-228), Tôn-Quyền sai Trần-Thì qua thay Sĩ-Nhiếp làm Thái-Thú quận Giao-Chỉ.
HVB_001_0979	燮子徽不奉命，举兵戍海口。	Con Sĩ-Nhiếp làm Sĩ-Huy không vâng mệnh, cử binh giữ cửa biển.
HVB_001_0980	建兴元年，以吕岱为交州刺史，与薛锦督兵三千，浮海南击徽。	Năm Kiến-Hưng nguyên-niên (252) vua nhà Ngô dùng Lữ-Đại làm Thứ-sử quận Giao-Chỉ để cùng Tiết-Tông đốc quân 3.000 vượt biển qua đánh miền Nam.
HVB_001_0981	或曰：徽累世之恩，为一州所附，未易轻也。	"Có kẻ nói với Đại rằng: ""Huy cậy có ơn trước của ông cha để lại, nhân dân trong một cỏi Giao-Châu ủng hộ, chưa dễ đánh được""."
HVB_001_0982	岱曰：徽将远怀逆志，不虞吾之卒至。	"Đại nói: ""Huy cậy thế ở xa, thường để lòng phản nghịch; không ngờ quân ta bỗng tới"
HVB_001_0983	吾军轻举，掩其无备，破之必矣。	nhân y chưa chuẩn bị, đánh thình-lình, thì nhất định phải được
HVB_001_0984	稽留不进，便得生心，固守数郡，百蛮响应，虽有智者，谁能图之。	"nếu để trễ nải, không tiến quân bây giờ, thì sẽ để họ giữ gìn bền chặt; man di mấy quận đều hưởng theo, thì dầu có trí khôn đến bậc nào, cũng không làm gì hơn được""."
HVB_001_0985	遂过合浦，与戴良俱战。	Nói xong, bèn qua quận Hợp-Phố, cùng với viên quận thú là Đái-Lương đều tiến.
HVB_001_0986	岱以燮弟士辅为师友从事，遣往说徽。	Đại dùng em Sĩ-Nhiếp là Sĩ-Phụ làm vai sư-hữu-tùng-sự, để qua thuyết
HVB_001_0987	率兄弟六人出降，岱皆斩之，传首秣陵。	Huy suất cả sáu anh em ra hàng, Đại chém hết và đem đầu về Mạt-Lăng.
HVB_001_0988	进至九真，斩获万人。	Quân nhà Ngô tiến tới Cửu-Chân, chém bắt muôn người
HVB_001_0989	又遣从事南宣国化，扶南、林邑皆修土贡。	lại khiến quan tùng sự tuyên bố đức hoá tại Phù-Nam và Lâm-Ấp. Bởi vậy các nước đều tới cống-hiến phương-vật.
HVB_001_0990	永安五年，郡史吕兴杀交址太守孙諝，以郡附晋。	Năm Vĩnh-An thứ 5 của nhà Ngô (262), quan lại trong quận Giao-Chỉ là Lữ-Hưng giết Thái-Thú Giao-Chỉ là Tôn-Tư, rồi đem đất quận ấy phụ theo nhà Tấn.
HVB_001_0991	晋武帝以杨稷为交址太守。	Vua Võ-Đế nhà Tấn dùng Dương-Tắc làm Thái-Thú quận Giao-Chỉ
HVB_001_0992	稷遂斩逐都督修则、刺史刘俊等。	Tắc đánh đuổi chém cả Đô-Đốc là Tu-Tắc và bọn quan Thứ-Sử là Lưu-Tuấn.
HVB_001_0993	孙皓建衡元年，遣监军虞汜、威南将军薛翊、苍梧太守陶璜由陆路进，以监军李勉、督军徐存由建安道会于合浦，往击之。	Năm đầu hiệu Kiến-Hoành (269) Vua Ngô là Tôn-Hạo sai Giám-Quân Ngu-Tỹ, Uy-Nam tướng quân Tiết-Hủ, Thương-Ngô thái-thú Đào-Hoàng do đường bộ đi tới, sai Giám-Quân Lý-Miễn, Đốc-quân Từ-Tồn do đường biển Kiến-An đi tới, hợp tại quận Hợp-Phố để qua đánh Giao-Chỉ.
HVB_001_0994	三年，璜从海道出其不意，径至交址，陷其城，杀晋所置守将。	Năm thứ 3 (271), Hoàng theo đường biển đến thình-lình, đi thẳng tới Giao-Chỉ, đánh hãm được thành, giết cả mấy tướng do nhà Tấn đặt ra.
HVB_001_0995	宋文帝元嘉二十三年，林邑王范阳迈反，交州刺史檀和之与将军宗悫击之。	Năm Nguyên-Gia thứ 23 (446), của Tống-Văn-Đế, vua Lâm-Ấp là Phạm-Dương-Mại làm phản, quan Thứ-Sử Giao-Châu là Đàn-Hoà-Chi cùng tướng quân Tông-Xác đem quân tới đánh thành Khu-Túc
HVB_001_0996	阳迈走象浦，举众乘象以拒。	Dương-Mại chạy qua Tượng-Phố, cử quân lính cởi voi ra chống cự.
HVB_001_0997	宗悫为狮子威服百兽，乃制其形，与象相遇，果惊奔，贼溃乱，遂克林邑，获其珍宝。	Tông-Xác nghĩ rằng giống sư-tử oai phục cả trăm loài, bèn chế ra hình sư-tử giả, để cho đối trận với voi, quả nhiên voi kinh hải, chạy bậy, quân giặc rối loạn tan rã, quân nhà Tống bèn khắc-phục Lâm-Ấp và thu hoạch được những đồ quí báu.
HVB_001_0998	梁武帝时，交州李贲反，诏刺史杨司马陈霸先讨之。	Trong thời Lương-Võ-Đế (502-549), người Giao-Chỉ Lý-Bôn làm phản, vua Võ-Đế ra lời chiếu cho Thứ-sử Dương-Phiếu và Tư-Mã Trần-Bá-Tiên qua đánh
HVB_001_0999	贲众屯典澈湖，诸军惮之，顾湖口不敢进。	quân chúng của Lý-Bôn đóng đồn tại hồ Điển-Triệt, các quân-sĩ sợ, nép tại cửa hồ, không dám tiến
HVB_001_1000	霸先曰：我师老而无援，当决力攻之。	"Bá-Tiên nói rằng: ""quân ta xuất trận đã lâu, mà không có viện binh, nhưng đã vào giữa ruột người ta rồi, thì nên quả quyết chung sức mà đánh"""
HVB_001_1001	诸军皆莫应。	nhưng quân lính không ứng theo.
HVB_001_1002	是夜江水暴起，注湖中。	Đêm ấy, nước sông dẫy lên bất ngờ, tràn vào trong hồ
HVB_001_1003	霸先勒所部兵乘流先进，众鼓军哗俱前，贲众大溃，追至屈獠洞，斩之，传首建业。	Bá-Tiên đem binh sở thuộc, theo dòng nước tiến trước, rồi các quân đều giục trống xuất trận, quân Lý-Bôn tan vỡ bỏ chạy, Tiên đuổi theo tới động Khuất-Liêu, chém được Bôn, đem đầu về Kiến-Nghiệp.
HVB_001_1004	贲兄天宝收馀兵围爱州，又讨平之。	Anh của Bôn là Thiên-Bữu thu-tập tàn-quân đến vây Ái-Châu, nhưng cũng bị dẹp yên.
HVB_001_1005	隋开皇十年，交址李春反，诏杨素平之。	Năm Khai-Hoàng thứ 10 của nhà Tuỳ (590), Lý-Xuân, người Giao-Chỉ, làm phản, Tuỳ-Văn-Đế ra lời chiếu cho Dương-Tố đánh dẹp yên.
HVB_001_1006	仁寿二年，李佛子作乱，据越王故城，其大将据龙编城，别帅李晋鼎据乌筵城。	Năm Nhân-Thọ thứ 2 (602), Lý-Phật-Tử làm loạn, chiếm thành cũ của Việt-Vương. Người con của anh là Đại-Quyền chiếm thành Long-Biên; còn tướng là Lý-Phổ-Đỉnh chiếm cứ thành Ô-Diên.
HVB_001_1007	杨素言瓜州刺史刘方有将帅之略，文帝命为交州道行军总管，以度支侍郎敬德亮为长史，二十七营而进。	"Dương-Tố tâu lên rằng: ""Thứ-Sử Qua-Châu là Lưu-Phương có mưu-lược làm tướng"", nên Văn-Đế khiến Lưu-Phương làm chức Giao-Châu-Đạo-Hành Quân-Tổng-Quản, lại dùng Độ-Chi Thị-Lang là Kỉnh-Đức-Lượng làm chức Trưởng-Sử, thống-lãnh 27 dinh mà tiến tới."
HVB_001_1008	军令严肃，有犯必斩，然以仁爱，人有疾者亲临抚养，士卒以此怀之。	Phương quân-lệnh rất nghiêm, hễ ai phạm pháp thì chém ngay. Tuy nhiên, tính rất nhân-ái, hễ quân lính có đau ốm, thì thân-hành đến an-ủi, điều-trị, cho nên quân lính cảm mến.
HVB_001_1009	至都隆岭，遇贼，方遣王荣、宋纂等破之。	Khi quân Tuỳ kéo tới núi Đô-Long thì gặp giặc, Phương sai bọn Vương-Vinh, Tống-Toản đánh tan
HVB_001_1010	佛子降，送于京师，馀皆斩之。	Phật-Tử đầu hàng rồi bị đem về Kinh-Sư, các tay kiệt-hiệt đều bị chém giết.
HVB_001_1011	文帝末，有言林邑多宝货，累世宾会。	Đến cuối đời Văn-Đế, có người nói nước Lâm-Ấp có nhiều của báu, nhưng lâu đời không đến chầu.
HVB_001_1012	刘万新平交州。	Vừa lúc Lưu-Phương mới dẹp yên Giao-Châu
HVB_001_1013	炀帝大业初，授方驩交州道行军总管，大将军张阙以尚书右丞李纲为行军司马，舟师趣北景。	trong sơ-niên Đại-Nghiệp (605-606), Dạng-Đế cho Phương làm Hoan-Châu-Đạo-Hành Quân-Tổng-Quản cùng đại-tướng-quân Trương-Tốn dùng Thượng-thư Hữu-Thừa là Lý-Cương làm chức Hành-Quân Tư-Mã đi đường thuỷ tới quận Bắc Cảnh.
HVB_001_1014	夏四月，征林邑，其王梵志遣兵守险，方击走之。	Qua tháng 4, quân nhà Tuỳ đến đánh Lâm-Ấp, vua nước ấy là Phạm-Chí sai quân đóng giữ nơi hiểm yếu, Phương đánh đuổi đi
HVB_001_1015	师渡闍黎江，贼乘象四面而至。	quân qua sông Đồ-Lê, quân Lâm-Ấp cỡi voi đến cả bốn mặt
HVB_001_1016	方乃掘小坑，草覆其上，与战伪退。	Phương khiến quân đào nhiều hầm hố nhỏ, lấy cỏ rác lấp trên mặt, cùng quân địch giao-chiến, rồi giả thua thối lui
HVB_001_1017	贼兵逐之，象坑陷颠踬，方以弩射象，象却，因以锐师继之，贼大败，俘馘万计。	quân Lâm-Ấp đuổi theo, voi xông tới, bị sỉa xuống hầm, què chân, Phương sai lính bắn cung nỏ vào voi, voi bèn trở lại chà đạp quân-sĩ Lâm-Ấp giữa mặt trận, nhân dịp, Phương dùng quân lính tinh-nhuệ đánh tiếp, quân Lâm-Ấp đại bại, bị bắt chém kể hàng vạn cái đầu.
HVB_001_1018	师过大缘江，贼据险，又击走之。	Khi quân Tuỳ qua sông Đại-Duyên, thì giặc ở nơi hiểm yếu cũng bị đánh đuổi đi
HVB_001_1019	经马援铜柱南行八日至其国都，梵志弃城奔走海，获其庙主金人十八板，盖有国十八叶。	qua khỏi chỗ đồng-trụ của Mã-Viện, trở về Nam còn phải đi đến tám ngày nữa mới tới quốc-đô của Lâm-Ấp. Phạm-Chí (vua Lâm-Ấp) bỏ thành chạy về ngả biển, quân Tuỳ bèn thu hoạch 12 miếu chủ bằng vàng (vì nước Lâm-Ấp truyền đến 18 đời vua)
HVB_001_1020	污其宫室，刻石纪功而还。	đốt phá cung-thất và ghi rõ công vào bia đá, rồi về.
HVB_001_1021	士卒死者十四，方亦得疾，卒于道。	Quân đi đánh các mặt trận kể trên, mười phần chết hết bốn, năm phần, kể cả Phương cũng bị bệnh mà chết dọc đường.
HVB_001_1022	唐天后垂拱三年，交州丁建反，杀都护刘延佑，桂州司马曹静讨平之。	Năm Thuỳ-Cũng thứ 3 (687) của Võ-Hậu nhà Đường, Đinh-Kiến, người Giao-Châu làm phản, giết quan đô-hộ châu ấy là Lưu-Diên-Hựu. Quế-Châu Tư-Mã là Tào-Tịnh đánh dẹp yên.
